tweet_id,sentiment,text,tweet_created,tweet_location,user_timezone
5942,positive,yeehaw. You found us another plane.  Thx for listening to me vent.,19/02/2015 9:54,,Arizona
5943,negative,there is a good chance myself nor anyone else in this airport will ever be Flight Booking Problems southwest again..,19/02/2015 9:53,CT ,Eastern Time (US & Canada)
5944,negative,and YOUR costumer service representative lied to me and ensured me the plane would be leaving by 330.. It's scheduled for 455,19/02/2015 9:50,CT ,Eastern Time (US & Canada)
5945,negative,not to mention I now have to sit in the airport for 4 hours. You've ruined my trip. I am not happy and want compensation.,19/02/2015 9:49,CT ,Eastern Time (US & Canada)
5946,negative,you need to get your act together. You new this morning at 830 our plane was malfunctioning. Yet I've been delayed 3 times ..,19/02/2015 9:48,CT ,Eastern Time (US & Canada)
5947,negative,"@BrittanyOBX11, keeping families apart w/ your quirky, archaic policies. Any other airline accommodates in this situation.",19/02/2015 9:48,,
5948,negative,Report was filed but would like to support some active searching.  Feels pretty passive now.  Info on computer is precious.,19/02/2015 9:46,"Duluth, GA",Eastern Time (US & Canada)
5949,negative,surprise surprise more delays. Seems to be the norm.  Broken down equipment.,19/02/2015 9:46,,Arizona
5950,positive,This is unbelievable... Thank you so much! #DestinationDragons,19/02/2015 9:40,,Eastern Time (US & Canada)
5951,positive,AMAZING c/s today by SW thank you SO very much. This is the reason we fly you #southwest,19/02/2015 9:39,Barrie | Ontario | Canada,Eastern Time (US & Canada)
5952,positive,is the best airline out there no one is better than them #OneLove #Southwest #bestairline,19/02/2015 9:39,,Alaska
5953,positive,great cabin and flight crew this morning on #578. A great smile and happy staff are signs of a happy company. Thanks.,19/02/2015 9:37,13Curious,Eastern Time (US & Canada)
5954,positive,thank you for always going above and beyond with your customer service!!!!!! #favoriteairline #luvforSW #southwestAir,19/02/2015 9:33,,Eastern Time (US & Canada)
5955,neutral,yes can do,19/02/2015 9:32,San Francisco,Pacific Time (US & Canada)
5956,negative,Why doesn't mean TSA PreCheck show up on my mobile boarding pass? My KTN is linked to my account.,19/02/2015 9:29,NorCal - Eugene - Indianapolis,Pacific Time (US & Canada)
5957,positive,"great news for @PortColumbusCMH today. Finally, Columbus' top unserved market will have flights.",19/02/2015 9:22,United States,
5958,negative,no flights to HRL :( is this a limited route?,19/02/2015 9:21,"minneapolis, mn",Central Time (US & Canada)
5959,positive,"is really stepping up their ""service""__ http://t.co/VQTyza6Mzu",19/02/2015 9:15,Space (till back in the PH),Pacific Time (US & Canada)
5960,negative,this inflight WIFI is the absolute worst. I'd be willing to have paid double for dialup speeds...  #Flight7,19/02/2015 9:12,NM  TX  PA _\_(_)_/_,Central Time (US & Canada)
5961,neutral,are there any flights from MSP to HRL in March? I'm looking at 3/19-3/23,19/02/2015 9:11,"minneapolis, mn",Central Time (US & Canada)
5962,negative,Yes I know that. Also noticed you offer A list boarding after A60. So your programs are too popular.,19/02/2015 9:11,,Pacific Time (US & Canada)
5963,negative,I pay for a service to be delivered. Whether or not it is your fault shouldn't there be some sort of compensation?,19/02/2015 9:10,Los Angeles,Arizona
5964,negative,A little surprised my Early Bird got me B15 from DEN to KC just now. Worst I've had. What's up?,19/02/2015 9:06,,Pacific Time (US & Canada)
5965,positive,"Again, please accept my apologies for my lame, childish tweet. You didn't deserve that, &amp; I remain a LOYAL SW customer!",19/02/2015 9:00,,
5966,positive,"I owe you an apology. My tweet was out of frustration, not constructive criticism. I'm a SW fan &amp; LOVE your service!",19/02/2015 8:58,,
5967,neutral,wouldn't it be awesome for my first time flying to be #DestinationDragons?!,19/02/2015 8:57,,Atlantic Time (Canada)
5968,positive,..just booked trip to Cancun...___ no baggage fees..but need to have more flight time options,19/02/2015 8:57,,Central Time (US & Canada)
5969,positive,thank you!!! #bringbacktheluvtordu #miami #directflights,19/02/2015 8:56,,
5970,neutral,"I can easily get to the Atlanta show, I just need tickets, help?!",19/02/2015 8:55,,Atlantic Time (Canada)
5971,negative,"got ""duped"" w/ a connection on 1st flight (sneaky), now u won't give me a seat on an earlier flight w/ availability. Shameful",19/02/2015 8:53,,
5972,neutral,"adding direct flights from #Columbus to #Oakland, @BostonLogan 
http://t.co/p8Vcz4XTHM via @DispatchAlerts",19/02/2015 8:52,,Central Time (US & Canada)
5973,positive,That would be great. Thank you! I'll send it over when you follow.,19/02/2015 8:48,"Los Angeles, CA",Pacific Time (US & Canada)
5974,neutral,"boarding passes now compatible with #iPhone #Passbook 
http://t.co/1ESmMnIZEk",19/02/2015 8:47,,Central Time (US & Canada)
5975,negative,real sincere apology! Makes my day! Glad to know flying mail is more important than me. Never flying SW again! #badservice,19/02/2015 8:45,,
5976,negative,I already follow you and can't DM because u need to follow me back,19/02/2015 8:42,"Tempe, AZ",Arizona
5977,neutral,My DM won't go through but it is 261633561838. Please let me know if you need anything else.,19/02/2015 8:35,Chicago,Central Time (US & Canada)
5978,neutral,Can someone rebook me? Please direct message me.,19/02/2015 8:33,Gone West,Eastern Time (US & Canada)
5979,negative,"rude customer svc, won't accommodate an earlier flight w/o $400 charge. US Mail takes priority over customers. #badservice",19/02/2015 8:33,,
5980,negative,RUDE gate agent. Wholly unacceptable to us &amp; other passengers. Think this will be our last time on sw.,19/02/2015 8:33,,
5981,negative,having trouble reFlight Booking Problems a Cancelled Flighted flight. no one picking up phones and your site isn't working.,19/02/2015 8:33,Gone West,Eastern Time (US & Canada)
5982,positive,@FortuneMagazine Love SW forever_________,19/02/2015 8:32,,Hawaii
5983,negative,please hire an efficiency consultant to manage your PHX baggage checkin. Way to many open kiosks with 100's of ppl waiting,19/02/2015 8:32,"Dallas, TX",Central Time (US & Canada)
5984,neutral,question all.  When will I receive my yearly bonus point accumulation? I think it's around now but not sure.  Thanks! :),19/02/2015 8:28,UNICEF NYHQ,Eastern Time (US & Canada)
5985,neutral,@FortuneMagazine. I'm flying on one right this minute,19/02/2015 8:28,,
5986,positive,"SW rocks, thanks for the reply and the follow. Rebooked earlier flight!",19/02/2015 8:26,CT,Eastern Time (US & Canada)
5987,positive,@FortuneMagazine Congrats!,19/02/2015 8:22,Worldwide,Atlantic Time (Canada)
5988,positive,@FortuneMagazine well deserved!,19/02/2015 8:17,,
5989,neutral,please please please choose me to go see @Imaginedragons   #DestinationDragons,19/02/2015 8:15,,Pacific Time (US & Canada)
5990,positive,@FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!,19/02/2015 8:12,"Sutherlin, Oregon",
5991,positive,@FortuneMagazine friendliest employees,19/02/2015 8:11,Virginia,Atlantic Time (Canada)
5992,neutral,I got a phishing email claiming to be from Southwest. I can forward to you if you'd like to investigate.,19/02/2015 8:08,"Pittsburgh, PA",Eastern Time (US & Canada)
5993,neutral,"unfortunately no, it's my lack of status that's the big problem. My company policy forces me to buy the cheapest tickets",19/02/2015 8:04,Seattle,Pacific Time (US & Canada)
5994,negative,Every flight flown by me personally(about two round trips per month) is FULL. Still hard to believe. Fly 8 hours thru ATL?NO,19/02/2015 8:02,florida,Quito
5995,positive,@FortuneMagazine Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp,19/02/2015 8:02,"La Jolla, California ",
5996,neutral,"has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas. #RaganDisney",19/02/2015 8:02,"San Antonio, Texas",Tehran
5997,positive,listening center is open seating just like on their planes. #RaganDisney,19/02/2015 8:02,,Eastern Time (US & Canada)
5998,negative,@jlittle100 Double up with this comment. PHL to anywhere South Florida is GONE GONE GONE. Hello US Air,19/02/2015 8:00,florida,Quito
5999,negative,. I don't like the new schedule. No more nonstops from PHL to FLL or PBI? We are not free to move between those cities. Sad.,19/02/2015 7:59,florida,Quito
6000,negative,Incredibly frustrating. I emailed but still haven't received a response.,19/02/2015 7:57,Chicago,Central Time (US & Canada)
6001,negative,I paid for inflight wifi only for it not to work. Download speed was 0.21mbps &amp; I ended up watching the free TV instead.,19/02/2015 7:57,Chicago,Central Time (US & Canada)
6002,neutral,sure can! Just a second.,19/02/2015 7:55,"Buffalo, NY",Atlantic Time (Canada)
6003,positive,oh my god thank you so much!!! I just sent you a DM,19/02/2015 7:53,Vegas,Pacific Time (US & Canada)
6004,negative,I wish I would've known so I could've slept 2 hours more and let my friend know not to wait for me after she lands...,19/02/2015 7:53,Los Angeles,Arizona
6005,positive,Thank you for the prompt response. I will email Late Flightr today.,19/02/2015 7:52,"iPhone: 44.912468,-93.318619",Central Time (US & Canada)
6006,positive,"to @SouthwestAir , I get to go to the #DestinationDragons @Imaginedragons show this weekend in UTAH @VelourLive  !!! #ThankYou",19/02/2015 7:52,,
6007,neutral,@FortuneMagazine Congratulations!,19/02/2015 7:51,Canada,Eastern Time (US & Canada)
6008,neutral,"For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",19/02/2015 7:51,"Long Island, NY",Eastern Time (US & Canada)
6009,neutral,is there any chance I could get tickets to the #DestinationDragons show in Vegas? Ive been a huge fan for years! Pretty please,19/02/2015 7:50,Boston,Eastern Time (US & Canada)
6010,positive,"@FortuneMagazine Love u Southwest. You've always been helpful. When I traveled a lot w/my son, infant/toddler, U were great!",19/02/2015 7:48,"Fort Worth, Texas",
6011,positive,@FortuneMagazine Love flying Southwest! Best flight attendants ever!,19/02/2015 7:48,Minnesota,
6012,negative,nothing express about your express bag drop at Phoenix Sky Harbor,19/02/2015 7:48,,
6013,neutral,is it possible to book a refundable trip? Willing to pay extra. This would be for a domestic round trip flight,19/02/2015 7:47,Clearwater / Bethlehem,Eastern Time (US & Canada)
6014,negative,"used to exclusively fly SW, but Late Flightly, direct flights &amp; cheaper costs have me switched. __ why...so... few...direct...flights?",19/02/2015 7:45,Live Free or Die ,Eastern Time (US & Canada)
6015,neutral,would you be willing to help me surprise my bestfriend with tickets to go see @Imaginedragons? #DestinationDragons Gracias!,19/02/2015 7:44,"Ithaca, NY",Eastern Time (US & Canada)
6016,neutral,MAC computer left on BWI to LA flight on 14th.  Reward for recovery; info important to owner.#HELP #passengers #honesty,19/02/2015 7:42,"Duluth, GA",Eastern Time (US & Canada)
6017,positive,"@FortuneMagazine I DO like your airlines, congrats! : )",19/02/2015 7:39,Northwest,Pacific Time (US & Canada)
6018,positive,Hi Guys good morning how are you doing,19/02/2015 7:37,pittsburgh pa,Eastern Time (US & Canada)
6019,negative,Is there an email address I can send some thoughts to? This experience was really not good &amp; I have some feedback.,19/02/2015 7:36,"iPhone: 44.912468,-93.318619",Central Time (US & Canada)
6020,positive,Southwest is definitely my favorite airline to fly! :D,19/02/2015 7:36,"Austin, Texas",Central Time (US & Canada)
6021,positive,Congratulations!,19/02/2015 7:36,"Dallas, TX",Central Time (US & Canada)
6022,negative,great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. ____,19/02/2015 7:31,Los Angeles,Arizona
6023,positive,guess where Ashley is. She's doing a great job presenting. #ragandisney http://t.co/5ZNMwxDI9U,19/02/2015 7:30,"Window Rock, Arizona",Central Time (US & Canada)
6024,neutral,using social business roadmap to develop intelligent path to embed social across enterprise #RaganDisney,19/02/2015 7:29,"Minneapolis, MN",Central Time (US & Canada)
6025,neutral,adds new direct flights from #Columbus to Oakland &amp; Boston starting August 2015 #cmh #oak #bos,19/02/2015 7:27,"Columbus, Ohio",
6026,neutral,Is there anyway to pay more to get priority boarding A 1-15?,19/02/2015 7:24,California,Alaska
6027,negative,@thirty_lives birthday is the 24th and he's not seeing Imagine Dragons at #DestinationDragons ?,19/02/2015 7:21,,Eastern Time (US & Canada)
6028,positive,"thank you for integrating with Passbook on iOS, it all works so much better now!!!",19/02/2015 7:17,NY,Eastern Time (US & Canada)
6029,negative,Is my friend lucky enough to see #DestinationDragons live on his birthday? He's been a fan for years @thirty_lives,19/02/2015 7:17,,Eastern Time (US & Canada)
6030,neutral,I've been a fan of imagine dragons since 2012 and they're my fave band and #DestinationDragons is during my bday can I get tix,19/02/2015 7:17,____   __u,Eastern Time (US & Canada)
6031,neutral,Whats up with flight 4464 Ft myers to milwaukee???,19/02/2015 7:17,,
6032,neutral,My birthday is during #DestinationDragons could I get tix?? http://t.co/07XhCacjax,19/02/2015 7:13,____   __u,Eastern Time (US & Canada)
6033,neutral,Please bring back RDU to FLL direct route!  I noticed it is missing starting in Late Flight August!  The flights are always packed!,19/02/2015 7:11,,
6034,negative,when you enter every contest for #DestinationDragons and lose :(,19/02/2015 7:11,,Eastern Time (US & Canada)
6035,negative,is main supporter of play where Jesus is portrayed as homosexual partner of Judas and who performs a __ay wedding_ #boycott,19/02/2015 7:09,,
6036,neutral,Hi do you know why WN4287 is already delayed until 9:35pm tonight? Thanks !,19/02/2015 7:08,"Buffalo, NY",Atlantic Time (Canada)
6037,negative,you're giving everyone tix for #DestinationDragons except for me and it's during my birthday!!!!,19/02/2015 7:07,____   __u,Eastern Time (US & Canada)
6038,positive,my birthday is during #DestinationDragons and im a huge fan- anyway I can get tickets?,19/02/2015 7:04,____   __u,Eastern Time (US & Canada)
6039,positive,"- thanks to the agent boarding 1137, ATL-AUS. Left my wallet on the inbound. He found it for me!",19/02/2015 7:03,ATL,Quito
6040,negative,I sent you my conf number yesterday.,19/02/2015 7:02,"Canton, MA",
6041,positive,iPhone app now has passbook support! Whoot! It's the little things in life... __,19/02/2015 7:02,"Roseville, CA",Pacific Time (US & Canada)
6042,neutral,Thanks! Will do,19/02/2015 7:02,"Melbourne, Australia",Hawaii
6043,neutral,If you read my tweet it is a gap in process for folks that take multiple flights in one day.,19/02/2015 6:47,Alabama,
6044,neutral, do you know where my plane is coming from?  I'm on SW flight 4464 from RSW to MKE,19/02/2015 6:45,,Central Time (US & Canada)
6045,negative,"well, it was fun while it lasted. Not happy about the change to redeeming reward points. Won't be loyal anymore.",19/02/2015 6:35,Michigan,
6046,negative,why the delay on Flight 423 BDL to MCO? Need to get to Florida for the __&amp; races in Daytona,19/02/2015 6:35,CT,Eastern Time (US & Canada)
6047,positive,"aww thanks!! Other than that, love it!",19/02/2015 6:27,"Orlando, Florida",Eastern Time (US & Canada)
6048,negative,Learn how to give folks on multiple flights the same day boarding position at least if you can't give them  boarding passes.,19/02/2015 6:16,Alabama,
6049,positive,we're here at MCO. Thanks.,19/02/2015 6:15,,
6050,neutral,"schedule is open through the end of October, got Columbus day wknd in New England for ~50K points for 4! Check your calendar!",19/02/2015 6:14,,
6051,positive,the new logo is going to look amazing on the airplanes,19/02/2015 6:14,"dallas,texas",
6052,neutral,I am now a rapids rewards member #lovetotravel #chaching,19/02/2015 5:56,Scottsdale Arizona,
6053,neutral,okay just signed up!,19/02/2015 5:39,Long Island,Central Time (US & Canada)
6054,neutral,when's the next deal going to happen a poor college student is trying to fly to Orlando instead of drive in August! Lol,19/02/2015 5:34,Long Island,Central Time (US & Canada)
6055,positive,"appreciate the reply. RT @SouthwestAir: @luxclark We__e so sorry to keep you waiting, Laura. An Agent will be with you shortly...^CB",19/02/2015 5:13,"San Antonio, Texas",Central Time (US & Canada)
6056,neutral,booked our flights this morning. Can't wait to move about the country.,19/02/2015 5:00,"Buffalo, NY",Eastern Time (US & Canada)
6057,positive,I love you guys! Had to take a few other airlines this week...makes me love and appreciate y'all so much more! #onlywaytofly,19/02/2015 4:47,,Central Time (US & Canada)
6058,negative,I'm getting leathery from the heat on 4251 before I even get to Vegas....,19/02/2015 4:47,,Central Time (US & Canada)
6059,negative,my first flight ever and flight #4251 is already having technical issues. Faaaannntastic.__,19/02/2015 4:40,,Atlantic Time (Canada)
6060,neutral,trying to get to Mexico in September! How about affordable nonstop flights????,19/02/2015 4:38,,
6061,negative,how it feels on flight 4251 http://t.co/JM8gQ1KGrF,19/02/2015 4:29,,Central Time (US & Canada)
6062,neutral,I think me and my group could use some nice cold drinks once we get in the air...we are all over 21 ____,19/02/2015 4:25,,
6063,negative,Stuck on 4251 with the heat blasting to try and thaw the water lines.... Kinda disappointed for my first flight as a RR member,19/02/2015 4:23,,
6064,negative,"love how ""friendly"" your staff is when asking for updates on delayed flights causing missed connections. #horribleattitudes",19/02/2015 4:14,"Rochester, Michigan",
6065,positive,"DM sent! Thanks so much for responding! Your response was so timely, I missed it!",19/02/2015 3:51,"Houston, TX",Central Time (US & Canada)
6066,negative,hates guitar players. Chgd for oversize AND extra bag on my acoustic guitar. Epic fail.,19/02/2015 3:51,Canada,Eastern Time (US & Canada)
6067,neutral,are passengers automatically rebooked on other flights if original is Cancelled Flighted for weather etc?,19/02/2015 3:01,"Powell, TN",Eastern Time (US & Canada)
6068,positive,Thank you for having flights going out of Nashville! You guys Rock! #DisneyPrincessHalfMarathon #girlsweekend #bffs,19/02/2015 2:49,,
6069,negative,"Flt 463 San Jose, CA -&gt; Denver, CO. Delayed 2 hrs but easily best flight + touchdown in all my years flying. Keep it up!",19/02/2015 0:31,"Denver, CO. USA",Pacific Time (US & Canada)
6070,positive,Thx Ops Agt Rich Westagard n Flight Att. Nancy @ DEN Airport.Held flight 1027 n even saved seat 4 Bus Select #CustomersFirst!,19/02/2015 0:00,"Indianapolis, USA",Eastern Time (US & Canada)
6071,positive,y'all the real MVP with these prices...,18/02/2015 23:16,"601,303,404,___ 400Blk",Mountain Time (US & Canada)
6072,neutral,ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk,18/02/2015 23:04,"Las Vegas, NV",Pacific Time (US & Canada)
6073,neutral,Is there any chance I can get tickets for the Vegas stop? I missed my chance to enter the contest but I love ID to death !,18/02/2015 22:57,,
6074,neutral,"Any chance the flight I just took can count for #3? I mean, I signed up with SW wifi in the air! 2/2",18/02/2015 22:43,"Denver, CO",Mountain Time (US & Canada)
6075,neutral,so I saw the promo for A-List when I was on a plane this Monday. I fly two more times in the qualification period. 1/2,18/02/2015 22:43,"Denver, CO",Mountain Time (US & Canada)
6076,neutral,hilarious flight attendants on Vegas to Detroit tonight http://t.co/nw7vx7DGMF,18/02/2015 22:23,,
6077,negative,I spoke to soon... My bag was lost.. :(,18/02/2015 21:42,,
6078,neutral,@flightspots about time! #mobileboarding is a must!,18/02/2015 21:41,"Little Rock, AR",Central Time (US & Canada)
6079,positive,love bridesmaid dancing Can't wait for you to fly into puerto Vallarta and kick united ass!,18/02/2015 21:31,"Houston, Texas",Central Time (US & Canada)
6080,neutral,"@tbuccheriFRNC3E. It takes 13.5 hours to fly from Chicago to Beijing on United, and 12 to fly from Vegas to Omaha on SW...",18/02/2015 21:11,,Central Time (US & Canada)
6081,positive,I ___ you! The only airline that understands us military families and our unpredictable changes. Pound it __,18/02/2015 21:07,HTX,Atlantic Time (Canada)
6082,positive,can i get tiks for #DestinationDragons omg id love to! Plz _____im dying,18/02/2015 21:03,,Santiago
6083,negative,"humor aside, we've been stuck on the plane for two hours at the gate because bags can't be loaded correctly. What gives?",18/02/2015 20:58,"Los Angeles, CA",Pacific Time (US & Canada)
6084,negative,We've been sitting at the gate for two hours waiting for bags to be loaded... I'm telling Herb.,18/02/2015 20:51,"Los Angeles, CA",Pacific Time (US & Canada)
6085,neutral,my PR class would luv to know who's in charge of your Twitter. How many people write your tweets? #gracias,18/02/2015 20:41,"Omaha, NE",Central Time (US & Canada)
6086,neutral,if you are giving tix to #DestinationDragons show would appreciate one or two for LA__Flying from PHL to LAX on Friday,18/02/2015 20:41,,Eastern Time (US & Canada)
6087,neutral,any chance I can get tix for @VelourLive @Imaginedragons? I have been tweeting since January 26 about it #DestinationDragons,18/02/2015 20:36,,
6088,neutral,only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!,18/02/2015 20:33,United States,Central Time (US & Canada)
6089,neutral,inflight entertainment.  Tonight a Willie Nelson impersonator sang for the passengers #peanutsandtoons http://t.co/kCDdOD7uFF,18/02/2015 20:16,"Phoenix, AZ",
6090,negative,had a very rude gate agent at BWI tonight gate B8 after a 6.5hr delay for flight 1172. I think a little training is in order.,18/02/2015 20:05,"Rochester Hills, MI",Eastern Time (US & Canada)
6091,positive,forward to using Passbook when I fly  @SouthwestAir in a few weeks!,18/02/2015 20:00,"Dallas, TX",Central Time (US & Canada)
6092,neutral,heard you are saving 30k a year on fuel not carrying around those skymall's #ripskymall,18/02/2015 19:17,,
6093,neutral,"if a passngr requires wheelchair to gt on plane then sits in an exit row, wld they b physically capable to help in emergency?",18/02/2015 18:59,,
6094,neutral,"So there were 134 early-bird check-ins, because I was told there were no flythroughs? Good flight, otherwise ~",18/02/2015 18:47,Chicago,Quito
6095,positive,Fantastic! Thank you!,18/02/2015 18:47,ATLANTA ,Eastern Time (US & Canada)
6096,negative,sat on a plane for 2+ hrs on 2/15! Then we finally took off.. :(,18/02/2015 18:41,,
6097,positive,- Great flight from Phoenix to Dallas tonight!Great service and ON TIME! Makes @timieyancey very happy! http://t.co/TkVCMhbPim,18/02/2015 18:39,,
6098,negative,flight Cancelled Flighted tonight and was told I won't receive a travel voucher for the inconvenience. Is that really your policy?,18/02/2015 18:31,Milwaukee,Central Time (US & Canada)
6099,positive,you guys are so clever __ http://t.co/qn5odUGFqK,18/02/2015 18:30,Wisconsin,Central Time (US & Canada)
6100,negative,I fly SWA a lot - ALWAYS purchase EB and NEVER past A30... Rethinking the SWA process.  Very misleading.,18/02/2015 18:21,"Chandler, AZ ",Arizona
6101,positive,Amazing view on the approach to LAX tonight. http://t.co/a68d5fULmH,18/02/2015 18:15,"Rockwall, TX",
6102,negative,today you sporadically changed my flight departure 5 times &amp; left two hours Late Flight. Uncharacteristic of u http://t.co/TXhYJ40llG,18/02/2015 18:04,Oklahoma,
6103,positive,I really appreciate you all's #BHM commercial that aired today during @BET's #BookofNegroes,18/02/2015 18:01,"The Bull City, NC",Central Time (US & Canada)
6104,neutral,do new flights come out at midnight?,18/02/2015 17:55,,Quito
6105,neutral,"Looks like 'On February 19, 2015, we will open our schedule for sale through October 30, 2015' - know what time that will be?",18/02/2015 17:47,"Boston, MA",Eastern Time (US & Canada)
6106,negative,"Yes - with extra $77. I wonder what are you going yo loose, if there is room.",18/02/2015 17:38,,
6107,neutral,do you have all winners for @Imaginedragons #DestinationDragons,18/02/2015 17:38,,
6108,negative,"have a flight from Oakland to SNA at 7:30, and I asked if I can take 5:30, even there are 5 empty sests. Answer is ""No"". :(",18/02/2015 17:36,,
6109,neutral,"I had to travel to Savannah, GA, once again, on an airline I don't ""Luv"". When r u going to fly me to Savannah? Pleeeease!!!!",18/02/2015 17:31,,
6110,negative,"could care more about their customer, if there is a reasonable request :(",18/02/2015 17:28,,
6111,neutral,"So I am flying Chicago-LAX-PHX just to go spotting at LAX and PHX airports, then I am flying back to Chicago :)",18/02/2015 17:28,"Lake Buena Vista, Florida",Central Time (US & Canada)
6112,positive,"Thanks for replying, I sen't my conf #! I love aviation and Southwest and all I wanted for my 18th was to fly SWA for the day!",18/02/2015 17:27,"Lake Buena Vista, Florida",Central Time (US & Canada)
6113,negative,I am going to stop flying with you.  Delays everytime.  This time due to paperwork?,18/02/2015 17:13,,Arizona
6114,negative,Thnx. Hopefully it's just on the nxt flight up. I've got 3 shows this wknd. Worst case I'll just turn my sweatshirt inside out,18/02/2015 17:12,California,Pacific Time (US & Canada)
6115,positive,thanks for taking it up a notch!! leinenkugels #craftbeer #goodflight @ Norfolk_ http://t.co/TgSLjjN6g0,18/02/2015 17:09,The Hill!!!,Santiago
6116,neutral,i cant look up my confirmation number at the moment on mobile. the email is no longer in my inbox,18/02/2015 17:04,they/them,Pacific Time (US & Canada)
6117,negative,I receive bad customer service and ended up spending several hundred dollars to accommodate my family during each cxl flight,18/02/2015 16:58,Rite behind my $$,Mountain Time (US & Canada)
6118,positive,"thank u for not leaving me 
@me nice job running thru the airport to catch your connecting flight",18/02/2015 16:57,1/3 whenever november ,Central Time (US & Canada)
6119,negative,it keeps saying that mobile boarding passes are unavailable despite having checked in and everything,18/02/2015 16:56,they/them,Pacific Time (US & Canada)
6120,positive,thanks so much for making my night __ cannot wait for my trip next week! http://t.co/NbZ45jCd1r,18/02/2015 16:53,,Eastern Time (US & Canada)
6121,negative,your app isnt working and i take off in like two hours help,18/02/2015 16:47,they/them,Pacific Time (US & Canada)
6122,negative,why can't you take me to Knoxville?? yall are my fav #help,18/02/2015 16:46,TX // IN,Eastern Time (US & Canada)
6123,neutral,@Imaginedragons any info on #DestinationDragons ?? me &amp; @sammi_jon3s need to know..,18/02/2015 16:46,,
6124,positive,filing it now. Thank you for your response.,18/02/2015 16:45,Maryland,Atlantic Time (Canada)
6125,neutral,#DestinationDragons Any word on winners of contest? Any chance for tix for the Provo DestinationDragons show? Fingers Crossed!,18/02/2015 16:31,,
6126,neutral,I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.,18/02/2015 16:22,,Central Time (US & Canada)
6127,positive,One heck of an airline http://t.co/CyoOnZfTdC,18/02/2015 16:18,,
6128,neutral,Thanks!!! :)  It is good to air on the side of caution,18/02/2015 16:18,,
6129,negative,"I understand weather is not your fault, but as a frequent flyer I expected better customer service. I'll be trying @Delta",18/02/2015 16:11,,Central Time (US & Canada)
6130,neutral,Yay! And are dependents with ID (wife children) eligible to use this discount too? How do you use it over the phone/inperson?,18/02/2015 16:02,Fayetteville North Carolina,Eastern Time (US & Canada)
6131,negative,"My flight was 952, leaving las vegas at 5:40pm, arriving at CHI-MID at 11:00 pm.",18/02/2015 15:51,,Hawaii
6132,positive,"woohoo that just made my day. I looked and just couldn't find that, thank you!",18/02/2015 15:41,"Bay Area, California",Pacific Time (US & Canada)
6133,negative,doesn't even have gluten free peanuts. whyyy me??,18/02/2015 15:40,californyeah,Pacific Time (US & Canada)
6134,neutral,when will dates to fly go past August 7 2015?,18/02/2015 15:35,"Bay Area, California",Pacific Time (US & Canada)
6135,positive,just had a great flight #4223 with Damion! He was the best #damionflight4223,18/02/2015 15:35,,Eastern Time (US & Canada)
6136,negative,Please update your website,18/02/2015 15:31,"Chicago, IL ",Central Time (US & Canada)
6137,neutral,@InternJohnRadio @mrerickv  give @SouthwestAir their plane back.  They're mad &amp; threatening to take away my Companion Pass. #Luv,18/02/2015 15:28,Washington | Tampa | Baltimore,Eastern Time (US & Canada)
6138,negative,"@Kaneshow @InternJohnRadio @mrerickv THIS IS EVERYTHING... now, return that jet so we can go to Miami!",18/02/2015 15:25,Maryland,Quito
6139,negative,where was the inclement weather? Other flights left DCA today and this plane appeared to be coming from AUS.,18/02/2015 15:22,"washington, dc",
6140,positive,Whoa. Thanks and that's what I wanted to hear! Early flight coming up. Thanks for the reply.,18/02/2015 15:21,Denver,Mountain Time (US & Canada)
6141,neutral,Working on a piece about military discounts and am hearing you offer one. Can you give me specifics and confirm? Thank You!,18/02/2015 15:18,Fayetteville North Carolina,Eastern Time (US & Canada)
6142,neutral,@Imaginedragons  Did they pick someone for Destination Dragons?,18/02/2015 15:17,indiana,Hawaii
6143,neutral,Do you anticipate any Cancelled Flightlations for flights out of Nashville tomorrow? Thank you!,18/02/2015 15:00,"Buffalo, NY",Eastern Time (US & Canada)
6144,positive,thx - fingers crossed they are found.,18/02/2015 14:59,"Washington, DC",Eastern Time (US & Canada)
6145,neutral,do you have any info about when #DestinationDragons winners will be announced? me &amp; my best friend are hoping to win. thanks!,18/02/2015 14:57,,
6146,positive,So far so good! http://t.co/16c9ex79Rk,18/02/2015 14:56,"San Diego, CA",Pacific Time (US & Canada)
6147,neutral,just DMed you guys!!! ________,18/02/2015 14:54,,
6148,negative,"@LeeAnnHealey I was all, yeah sale fares! I got places to fly! Oh damn, right, I live where SWA doesn't fly. #why",18/02/2015 14:51,,Pacific Time (US & Canada)
6149,positive,@Imaginedragons @beatsmusic I'd love to hear them live at @VelourLive @velourlive this saturday! #destinationdragons,18/02/2015 14:50,,
6150,positive,"that's why I fly y'all, that personalized service",18/02/2015 14:50,"Nashville, TN",Arizona
